id,trip_duration
id2330227,329.78
id1528026,1349.69
id2502978,494.77
id0376621,380.18
id2156722,407.14
id2339223,749.03
id2117621,450.58
id3000275,347.78
id1341883,437.16
id2824246,347.21
id3129576,474.14
id2753841,486.49
id2275664,455.95
id3276352,304.59
id3384669,2216.86
id2209502,493.54
id0292631,595.19
id0441115,1390.02
id1970591,416.34
id0739684,228.22
id3914832,444.86
id2278329,366.25
id3909179,409.47
id1303296,394.19
id2556099,317.42
id0707391,393.05
id0532660,296.27
id0594996,493.97
id2638966,561.08
id0581834,337.55
id0886024,278.79
id0269736,327.96
id2487613,1159.07
id3741713,757.64
id3729981,280.77
id0994162,495.08
id1003112,416.14
id1612211,376.91
id3918179,298.42
id3122781,467.32
id2736250,346.11
id3762642,605.01
id3578402,647.52
id0530724,310.41
id1603283,677.24
id0580958,632.39
id1037341,1337.74
id2668926,270.82
id1648894,335.02
id1279329,399.48
id3688989,358.65
id2912856,296.6
id2764531,1334.6
id1845457,404.11
id3251203,565.89
id2726475,514.35
id0647591,453.03
id3941055,424.57
id3922122,367.02
id1671146,390.03
id0905930,365.94
id3425654,416.41
id1427415,442.26
id0597158,409.82
id3389998,337.94
id0195721,649.05
id0997078,397.38
id0546872,378.34
id2960765,397.46
id0506657,372.18
id1455925,388.94
id1992655,506.09
id0558782,425.2
id3766750,455.23
id2354464,459.09
id1330411,643.23
id0250980,458.96
id2444685,541.63
id3232864,469.81
id0619283,373.52
id1461970,1326.97
id0995525,517.51
id0806582,2049.29
id1944782,377.76
id0489532,361.71
id3201541,641.93
id1771421,353.7
id2196638,590.29
id3680776,305.11
id3195669,404.3
id1086220,554.29
id2851967,326.12
id0285833,351.39
id0219557,474.34
id0347076,3056.88
id3143472,434.37
id3147879,379.55
id0938885,361.55
id0154893,315.78
id0549905,427.09
id1152173,455.31
id0599916,372.69
id1919887,562.56
id0550315,1398.32
id1262824,518.41
id1463163,328.13
id1953206,409.87
id1031658,3877.15
id1200908,236.69
id2102222,409.18
id1936523,635.35
id2519457,310.68
id3685910,591.23
id0999424,331.65
id1782689,421.38
id2744596,778.62
id0903185,376.04
id1072177,396.59
id0489579,390.48
id2353449,424.35
id0885398,443.71
id3312785,1320.86
id1554559,387.24
id0729455,407.68
id1151515,406.38
id1571309,512.55
id1902487,563.73
id0048518,517.91
id3057372,542.79
id3866816,369.63
id1285860,316.49
id3078548,548.96
id1546738,381.55
id2359998,615.79
id0515328,440.39
id2209448,593.44
id3861550,334.92
id1261194,530.15
id2347206,461.92
id1336802,3128.9
id3070136,698.94
id3662759,339.33
id3081286,702.12
id3918295,472.43
id1491036,529.09
id0101832,665.13
id2219071,1294.54
id0731322,950.18
id2744324,552.27
id2917298,451.52
id2358474,342.41
id3154828,425.88
id2505778,6607.52
id2037044,408.93
id1831992,516.81
id0559648,377.2
id3984094,454.93
id3713075,386.64
id3350041,484.39
id0675332,592.41
id3816395,306.18
id0941876,272.97
id2425117,424.29
id3311641,431.25
id0806096,389.95
id3080626,482.22
id0004909,411.01
id2324827,531.91
id0945289,297.74
id3023596,971.36
id2327011,409.9
id1236681,422.02
id0957379,429.74
id3783785,436.63
id2690163,385.4
id0165704,281.89
id1765114,278.57
id0979376,510.29
id3886400,255.67
id1095654,297.61
id2432912,503.85
id2957326,397.61
id1116552,614.37
id0360942,501.21
id2754408,373.35
id3755483,513.9
id1015343,525.07
id0593678,395.03
id2632872,660.13
id0822320,310.23
id1799088,297.94
id3404800,460.75
id2526539,408.47
id0655985,368.76
id3958531,1419.0
id0207340,336.9
id1838488,355.72
id0083805,445.85
id3600975,616.74
id0168214,4059.98
id0616985,412.77
id1762108,643.49
id0246481,295.38
id1923143,459.5
id3646295,406.08
id3955241,314.6
id3352580,507.14
id1082526,668.45
id1523807,571.34
id0256905,343.53
id1129202,440.4
id1720709,438.42
id2832424,357.02
id2539266,509.12
id0175860,416.36
id0483644,574.68
id2640387,346.16
id1956718,389.97
id3909635,273.16
id1781769,462.14
id2683875,2981.89
id3915919,284.7
id3039838,415.01
id2528701,326.0
id3253710,313.27
id0615408,425.36
id1962130,295.11
id1767784,422.92
id2707965,1326.77
id3234405,530.43
id2662179,510.86
id1532259,481.8
id2693092,350.71
id3821399,304.49
id2913179,280.37
id3222520,2092.35
id3325332,407.72
id0076410,437.49
id1231246,411.18
id3648441,357.04
id1875698,501.17
id3695707,440.29
id0148924,370.12
id1192001,580.99
id2525163,293.0
id0046704,583.52
id1837488,361.2
id0680525,323.27
id1107368,484.33
id0879734,730.34
id3610341,425.7
id0585427,448.98
id2015198,544.67
id0164047,528.84
id1446014,1538.35
id3173656,509.43
id1669055,1181.36
id0998725,679.04
id2576033,314.28
id1417711,522.79
id0270711,361.31
id0812515,380.27
id2099301,501.37
id1556476,3012.46
id3632288,467.75
id1475735,503.19
id1041626,513.22
id0634581,405.8
id2622029,581.76
id1631604,455.26
id2323486,396.98
id0272514,334.58
id2969154,587.59
id1208220,505.4
id1216949,293.29
id1272718,550.99
id3101656,1357.44
id0367585,643.97
id3612814,438.85
id2485216,348.53
id3775460,356.78
id0261407,522.92
id3151712,1657.02
id0919599,401.46
id1913099,580.47
id2416166,470.24
id0845142,398.36
id1250027,413.96
id1923839,447.57
id2944714,428.76
id2408815,299.13
id0669850,5728.09
id2547212,449.28
id1239249,556.42
id0074972,2050.75
id2641207,609.38
id2080261,410.97
id2256226,1398.18
id1933556,459.13
id2725752,430.45
id1381569,2996.16
id0464732,303.27
id0091666,1221.63
id3285457,831.56
id1432815,507.27
id3852308,428.93
id0141874,461.57
id1973351,3912.9
id3212626,408.06
id2200686,430.12
id2101922,484.7
id3110128,231.71
id1303892,449.17
id1749019,358.21
id3884659,471.41
id0612897,419.96
id3850417,445.65
id0795534,465.08
id1854434,376.28
id3588282,550.15
id3385240,262.07
id2478968,649.2
id3399400,388.21
id0159922,598.58
id2168885,629.91
id0390232,476.74
id1960841,457.66
id2354258,558.35
id1562921,392.65
id1740685,410.52
id0620729,555.63
id3494879,478.18
id3973737,359.72
id0728495,432.56
id1175573,769.45
id1371525,385.95
id3286663,563.74
id2854561,482.92
id0316571,397.21
id1167505,537.0
id0231196,616.77
id3092283,586.4
id1344939,446.01
id1274892,405.95
id0187840,520.98
id1308897,374.43
id1282488,492.12
id1680909,870.42
id3930849,565.88
id3129954,629.03
id0204267,481.85
id3680257,355.94
id1669470,454.45
id3294587,486.09
id1203815,398.01
id1132816,447.72
id1844526,533.59
id1264329,589.64
id0639495,437.79
id0445123,543.08
id1980835,436.66
id2174357,290.17
id3621116,358.66
id3359226,405.11
id0884109,380.14
id1542109,345.92
id2580159,524.16
id1129427,507.1
id0534659,2355.44
id0628618,393.97
id2059429,378.43
id3836565,2164.61
id2230636,397.63
id1933875,416.5
id1794052,378.64
id1224552,550.65
id2119641,626.67
id3388798,330.63
id2936958,612.4
id0336816,518.92
id0028927,718.67
id0252898,337.09
id3888759,515.79
id2725844,539.15
id1769400,357.97
id1586437,398.35
id2567369,497.39
id0802129,420.75
id2653243,582.27
id0118148,373.19
id2100490,325.28
id1921180,338.94
id1859589,369.06
id3351229,702.07
id0584559,460.56
id3969809,483.53
id0233765,359.34
id1598647,657.46
id2170172,330.32
id1987003,346.34
id1931250,687.7
id3411176,553.51
id1416736,454.14
id3817630,318.75
id1111842,397.68
id3629339,402.39
id1073572,575.0
id1512068,405.33
id2279009,276.7
id0635521,340.93
id0683059,476.5
id1785803,333.84
id1791683,425.07
id0363146,470.76
id1354014,461.64
id0693239,433.87
id1186688,330.79
id0246686,538.52
id1126043,1188.55
id2307721,1274.95
id3471026,1386.98
id2525373,557.1
id2037592,436.0
id1167396,451.0
id2831143,422.12
id1816200,414.78
id2881099,522.04
id3467966,503.1
id1957543,361.93
id0916568,509.16
id2866123,675.19
id2280985,420.61
id1094516,455.92
id1297068,405.0
id0671979,484.86
id2223561,440.41
id0565359,1322.5
id3102017,308.32
id3860696,474.37
id1217157,231.31
id3291449,364.62
id3103342,334.73
id2165468,443.99
id1578699,616.06
id3226877,501.65
id0732569,592.04
id3881885,325.59
id1555825,656.94
id3886284,585.15
id3442541,432.42
id2010361,385.23
id3023818,565.98
id0015209,330.79
id1809286,221.5
id2375246,427.0
id0147131,490.2
id1041826,486.79
id0385297,526.44
id3309484,427.31
id2035152,449.73
id0185936,344.44
id0796871,482.96
id1082765,320.76
id1003435,531.87
id0887681,517.47
id0976671,302.28
id3477372,213.97
id2579893,377.92
id0267477,405.23
id3720413,320.5
id0750063,501.56
id1900837,362.75
id1926880,437.33
id3706296,520.79
id1596886,619.74
id1444377,312.51
id1982973,495.37
id1060204,227.77
id3671268,377.18
id2391370,2191.03
id0791510,355.58
id0739785,1200.13
id1125940,564.32
id3208571,387.88
id1150628,509.1
id3992510,508.48
id3604727,596.29
id3500260,365.32
id2383962,475.24
id3315273,1381.6
id1082662,396.82
id3980816,692.58
id0970395,1275.6
id3638862,327.72
id3002200,382.69
id0089902,571.96
id3110400,556.57
id2337110,470.18
id3722680,323.7
id0861542,387.28
id2521544,476.44
id2295770,404.51
id0552476,411.58
id1107512,1236.33
id2726032,1349.41
id3879460,489.22
id1126864,462.12
id2540073,398.89
id3276306,330.82
id2174495,429.81
id2881305,705.97
id2755537,346.39
id2267695,290.1
id1183013,472.39
id0486225,376.01
id2061380,241.85
id2724793,374.24
id3577598,560.7
id2697570,996.93
id2591086,392.37
id1092696,407.27
id1358177,443.71
id3947257,330.86
id2699976,454.99
id1323151,314.92
id3435053,325.58
id3852163,263.59
id0144042,450.07
id0258904,437.06
id0050699,425.88
id3714889,464.91
id3287197,408.26
id2666660,289.5
id2796728,539.11
id1543943,425.43
id2375319,494.29
id1682600,404.96
id3108451,527.52
id1801148,386.66
id2299824,1442.25
id0886517,513.93
id3554785,524.74
id1690863,287.85
id0611954,369.44
id1295267,355.67
id1296662,593.86
id0571113,542.76
id1681783,428.21
id1551896,410.44
id0491831,8114.17
id2357079,467.07
id0447344,308.22
id1739797,340.08
id0649303,290.92
id1321627,429.52
id2674725,410.65
id0401357,508.54
id0321915,410.13
id2628976,849.93
id3908009,470.61
id0799484,412.79
id3375309,445.29
id0113821,1241.27
id1522666,2195.94
id3483200,486.61
id2759562,247.25
id0160368,2341.86
id1959389,1296.54
id0746758,535.03
id2928714,441.1
id0575605,531.13
id2453565,508.3
id3459379,374.84
id1830974,309.25
id2807894,477.68
id3550189,544.41
id0862738,1290.09
id2941943,486.66
id2717564,355.73
id2463136,2474.18
id3416592,447.15
id1651627,446.55
id0921079,585.39
id0099179,534.08
id3869480,369.32
id0473204,426.29
id3505725,359.18
id1294121,346.67
id0077713,284.78
id3546869,326.77
id0878372,435.86
id2946774,356.63
id2062430,1150.66
id3702709,329.28
id2458625,391.0
id1547482,307.65
id1426004,551.18
id2631485,299.89
id0033678,457.68
id1580382,478.3
id3981636,356.05
id1406865,457.12
id0010809,323.21
id1888938,451.71
id3276690,275.8
id0172111,409.35
id1589445,338.48
id1527939,372.23
id2726314,9757.53
id0310627,510.69
id3932974,500.45
id0639378,522.04
id3024020,465.74
id1903675,392.1
id1318526,506.18
id0653353,638.42
id2622944,468.47
id0224625,395.82
id1252101,546.26
id3288696,306.2
id0720749,756.74
id0309784,415.19
id0754682,379.08
id3522977,357.9
id1531049,1343.99
id1465558,361.86
id0447152,458.02
id0161017,704.27
id2233727,446.47
id1386906,595.63
id3796284,550.66
id1364330,365.25
id3953182,266.91
id3651562,386.1
id3845285,319.45
id0074225,350.99
id1678590,425.54
id3423038,5002.1
id2193821,579.1
id1293338,3805.86
id2111295,396.67
id0168090,511.09
id0859722,491.37
id3193910,398.26
id1333769,360.42
id3708566,474.06
id1765921,598.9
id1767988,441.08
id0448315,278.0
id1888544,319.94
id0427085,431.98
id2097700,377.86
id3665945,489.21
id2511936,2950.65
id1404690,518.59
id1039079,716.59
id1230560,371.91
id2270050,1608.87
id3693754,577.23
id0628003,670.73
id1627453,426.29
id1997479,412.33
id1526502,376.45
id0453399,528.66
id1952514,580.15
id2696747,1494.33
id0337560,542.78
id2207103,2155.28
id2973429,381.64
id2450399,1186.02
id3190552,387.91
id2269044,360.19
id3710258,1196.5
id3935683,323.46
id1325206,603.0
id1775058,228.85
id0041141,659.33
id0288522,718.17
id1527841,655.97
id0339422,330.26
id2617136,361.89
id3805967,618.86
id0554067,368.16
id0411217,854.44
id2709069,380.8
id2661159,1306.98
id2960096,406.48
id1547878,396.88
id1629097,537.05
id0024300,378.39
id2510729,724.92
id2689405,519.77
id0714891,483.68
id2684807,725.95
id0542663,428.44
id3049882,673.09
id1092707,485.54
id1130328,548.64
id3784575,511.81
id2618472,413.95
id3535103,430.09
id0788279,410.05
id3400766,431.97
id2031530,449.05
id0400285,597.22
id2710547,522.3
id1762174,354.36
id2905123,334.61
id1648564,551.52
id0062340,469.35
id1032306,421.36
id3711729,413.77
id0231515,407.09
id1433653,600.37
id3434664,553.1
id3674358,561.17
id0094005,537.42
id2979482,345.86
id0287096,361.32
id0219070,738.41
id1033291,435.95
id0829775,335.03
id2686835,555.32
id3346108,474.48
id3276258,557.66
id3532377,371.8
id2553453,392.38
id3981541,332.45
id0287540,419.06
id2429437,336.36
id3926800,420.0
id3496070,674.08
id2616380,454.06
id3134730,500.61
id2743994,720.98
id2088888,431.96
id2631444,698.16
id0109555,395.57
id2564704,422.07
id0774291,524.59
id0889139,298.55
id0098739,662.36
id2618278,471.61
id0747264,512.21
id1603435,554.81
id3408307,588.37
id0329597,461.89
id3512292,482.04
id1629190,505.39
id3407320,589.94
id1562049,389.19
id3822289,547.72
id1527766,447.41
id0796681,523.84
id0638235,500.96
id3478827,394.33
id3537074,371.53
id2084864,367.23
id3956464,413.15
id3301315,689.93
id0331936,459.11
id3512171,359.13
id0283167,468.06
id2976920,407.12
id2613462,489.43
id2576585,576.4
id1150996,501.75
id3505010,327.01
id0432563,526.38
id3674087,417.29
id2577140,479.86
id2301080,491.44
id2869967,347.49
id0248514,399.93
id0706016,383.72
id1183459,518.04
id2380963,564.35
id2275577,717.98
id1751606,314.76
id2708996,457.21
id2462804,391.12
id0114596,615.21
id2471090,333.96
id3861062,3672.58
id3238279,489.1
id1613333,587.38
id0695350,445.76
id0983782,425.56
id0723049,500.7
id1395489,1364.66
id2907196,371.93
id3151195,295.44
id2049666,627.29
id3957518,371.08
id1211447,669.53
id1111173,283.21
id3323234,647.77
id1412179,419.84
id0754087,548.13
id2257679,371.77
id1569398,510.41
id1228621,1211.23
id0808160,334.68
id2262285,501.69
id0051733,737.53
id1060981,521.68
id2473629,262.92
id2539507,447.11
id2496475,596.33
id3249248,503.95
id0582709,294.55
id3846433,375.92
id0273776,434.36
id2782862,484.34
id0732657,613.59
id0986024,387.65
id2740743,544.61
id0946386,498.78
id3128098,464.53
id3270018,444.98
id2636687,2234.44
id2280394,515.23
id0688037,478.88
id2641252,301.83
id3303370,476.7
id1466338,295.33
id1935541,473.08
id3264316,693.09
id0529614,555.27
id3682429,338.68
id3666897,2995.85
id0436396,449.38
id2344680,796.39
id2848359,445.78
id3671560,445.3
id1885266,683.8
id0121999,462.25
id3705977,377.8
id0500855,698.23
id1047013,338.18
id1509158,289.25
id1631779,1304.5
id1378585,569.03
id2146326,485.78
id3573412,828.66
id2454385,624.8
id2111592,459.62
id2452519,494.36
id0304889,404.9
id2993284,428.2
id0306076,485.14
id0662327,385.82
id3886203,504.73
id0466374,593.16
id3723229,580.05
id1971423,291.36
id3136946,559.18
id2832333,415.36
id2068991,1049.12
id0442404,375.59
id1734807,308.91
id0621367,658.52
id1008285,514.65
id1259951,442.53
id0518009,1286.23
id2545651,322.58
id3179019,504.7
id3098440,249.13
id2407857,232.51
id3826210,533.28
id1276179,503.09
id0637701,375.34
id0791392,325.63
id3446284,552.97
id0917815,438.0
id0741525,358.45
id2162644,391.49
id2873043,1309.42
id2923952,645.59
id2251229,594.56
id3431126,572.98
id0582737,434.74
id1594876,297.31
id3350029,320.6
id1694089,468.43
id1234708,466.08
id2106360,249.88
id3537189,1194.52
id3624726,361.07
id1544662,2046.37
id1804599,367.98
id3857792,516.74
id3987535,369.86
id0739053,383.21
id1856756,735.89
id2649948,601.94
id0661127,355.38
id3042329,6406.23
id2865173,546.95
id0610326,507.15
id3120266,628.3
id2288857,391.59
id3327081,433.83
id3128765,312.46
id2200381,543.8
id2379408,507.39
id0725940,422.89
id0492044,380.8
id2354933,514.3
id0168327,415.15
id1520494,2085.95
id1962502,380.13
id1620884,540.6
id2375521,567.46
id1370218,254.29
id3376614,341.68
id0685450,298.95
id3144886,589.81
id0720681,503.47
id2024272,484.04
id2649934,406.31
id3040463,454.93
id0513635,265.18
id3956653,1396.67
id2468947,423.18
id0977085,324.85
id0504621,369.22
id3572075,439.32
id3836260,538.3
id3680595,383.97
id1849696,404.21
id1142062,635.24
id1842833,663.01
id0724508,373.76
id1540068,421.17
id0502220,395.77
id3333631,459.74
id2782214,531.55
id2700085,339.77
id2154552,342.63
id0202129,304.33
id3877067,354.05
id1231434,453.39
id0661334,579.1
id2783662,790.74
id3340674,403.38
id2682055,634.98
id0646835,338.22
id2866769,1223.3
id3985616,570.52
id3423245,397.13
id0219033,1306.53
id0937484,375.93
id0228641,482.31
id0729613,544.93
id2773376,343.9
id3781545,390.67
id1648267,354.81
id3054042,475.15
id1409125,308.57
id0907797,483.69
id2786871,563.03
id3872597,407.99
id1189990,470.98
id0363411,620.23
id2078225,490.35
id0872540,594.75
id2451396,430.54
id2456773,1168.31
id1580756,477.35
id0985641,357.7
id0730239,347.2
id1797877,339.74
id1494526,974.71
id2553938,397.81
id3838486,284.79
id1824855,428.71
id3836873,303.76
id2963419,640.21
id0979389,364.85
id2305026,506.26
id0748890,367.24
id2208178,415.0
id3460639,440.6
id3241107,2205.7
id3665613,364.57
id3605515,2984.74
id1653568,1201.82
id2750167,484.77
id0182278,407.42
id0693037,495.78
id0580334,437.74
id3369082,367.84
id3911237,334.95
id1085937,702.76
id0716363,350.62
id2485599,459.52
id2102301,399.09
id1484501,456.36
id3914197,481.91
id3911544,397.32
id0535581,1428.44
id3423151,542.68
id2665528,420.09
id2503913,593.0
id2390679,342.68
id0115796,365.65
id0467393,595.54
id0774410,286.45
id2914094,379.79
id2307231,537.19
id2652583,685.9
id2853278,403.17
id3310427,450.31
id1719421,388.3
id2124370,387.91
id0051223,4708.49
id3677673,500.87
id0896429,517.19
id3546514,531.87
id1485010,581.81
id2867422,329.17
id0734229,586.92
id2915585,466.17
id2500154,337.09
id2326207,564.31
id0384649,444.82
id0006687,339.35
id0469500,557.11
id2459003,367.49
id1867979,793.58
id1683262,447.56
id1702009,447.26
id0825852,324.82
id2471572,477.88
id2459436,439.65
id2750578,771.71
id2556410,786.94
id2685676,309.21
id3374636,564.81
id0294869,417.79
id0318086,577.89
id0729414,454.64
id3640460,372.2
id3644476,485.89
id1846738,436.87
id3320793,496.36
id1044733,398.95
id2080099,840.95
id0106452,399.39
id3072001,389.1
id1911433,408.72
id2179575,424.36
id2140530,306.77
id1245158,389.16
id2176363,385.16
id3414121,499.74
id2687462,391.78
id0521436,606.49
id2439527,483.05
id2890342,647.42
id2278695,321.2
id3101710,485.11
id1378329,300.93
id2605978,602.39
id1665855,457.91
id0381243,616.64
id2326331,409.96
id1894503,391.99
id1374410,529.62
id2905820,565.82
id1351105,614.88
id3757348,510.48
id3698114,481.42
id0679409,402.87
id0066588,433.9
id1329960,440.83
id3311165,548.25
id0544475,339.05
id3741795,411.92
id0127373,352.12
id1907664,361.05
id2488951,653.26
id3903135,1535.64
id3225637,421.22
id0611332,580.08
id1003960,599.91
id3778542,635.23
id0887749,437.29
id0743521,436.94
id2569828,550.49
id1572139,561.12
id2368474,398.33
id3676766,493.68
id0647033,576.22
id3263358,408.69
id0450200,546.13
id2389752,382.07
id0799680,430.53
id2698843,518.48
id2330568,552.34
id3266407,529.82
id1528635,312.84
id2719130,1310.13
id2049649,366.37
id3683726,310.79
id1629604,383.91
id3412471,300.95
id1468182,380.12
id0021897,418.82
id0977458,356.44
id0680000,391.77
id0204985,418.25
id1482592,343.18
id3898508,478.94
id0008130,1372.92
id0619455,1375.89
id1690152,337.45
id2822276,502.97
id3306540,497.95
id1126344,389.72
id3825366,844.74
id2834564,566.9
id0850936,547.83
id3938021,1632.76
id2918707,360.36
id2466131,379.89
id0515360,429.09
id0562819,734.17
id1288168,393.71
id1213774,410.06
id1368366,980.01
id2685044,653.4
id3552657,416.23
id1281102,718.88
id3027814,357.96
id0048548,522.26
id1591881,299.41
id1323928,340.86
id0602827,697.67
id0973765,1262.68
id1850480,425.27
id0002170,395.86
id2133776,471.41
id3517630,433.48
id1857246,501.38
id2738877,368.2
id0157142,455.55
id3717854,574.71
id0844505,429.98
id0408537,597.5
id2386211,396.64
id0987544,497.16
id2032343,3706.35
id3230323,376.98
id0532454,298.72
id1742872,368.35
id1233158,358.18
id0847124,443.7
id0580115,460.66
id0898774,408.84
id2783079,481.63
id3120543,344.37
id1649612,339.38
id0844165,483.06
id2176056,353.14
id3623937,445.02
id3312145,478.13
id1571503,588.19
id3571938,452.18
id1935447,533.77
id1536184,425.41
id1543572,516.18
id1976575,413.41
id2885344,475.13
id3134193,1453.67
id3458551,430.31
id0414379,303.77
id2016837,379.17
id0559429,294.75
id1328833,376.77
id3967829,381.37
id2360177,530.62
id1404391,550.06
id3294103,722.32
id2966306,526.65
id3846195,441.84
id2738611,528.26
id0038764,533.74
id1500187,537.63
id1737633,590.54
id3807561,377.27
id3734684,403.99
id0814104,733.31
id1482348,488.9
id1821958,543.59
id1499211,432.13
id1757886,380.87
id3996312,542.94
id0544990,435.55
id0763854,532.83
id3259420,743.12
id0267667,430.32
id3515227,541.97
id3034826,586.49
id0978946,403.47
id1931188,642.79
id0921111,337.16
id3517106,997.72
id0527119,706.03
id2977620,490.63
id2854832,446.54
id3253474,441.78
id3918731,575.75
id1844102,5982.95
id1772143,589.95
id0940240,476.97
id0817065,412.91
id0273535,493.2
id2057782,383.51
id2559901,724.11
id1984784,532.59
id2402743,538.38
id3506194,405.97
id2827173,379.85
id1649451,379.51
id3480246,528.33
id1054785,1244.86
id0082691,573.69
id0178115,734.14
id3835485,581.05
id1143955,441.38
id3007187,541.42
id2155571,457.81
id3801506,358.37
id2468173,413.32
id3083570,358.62
id0062716,758.32
id0286787,344.3
id3253621,301.18
id3572306,505.87
id2303102,431.11
id2558756,314.35
id3600987,402.28
id0900527,538.17
id1139448,339.25
id3852876,644.41
id1332060,552.45
id1091011,516.84
id0460671,586.48
id3868326,419.58
id2787324,407.2
id0088516,479.35
id1556610,359.2
id0637245,598.95
id0682302,515.73
id0475701,396.86
id1686329,478.36
id3497905,508.55
id0214296,725.78
id1851544,346.74
id3500410,501.16
id0608660,519.83
id1612288,409.61
id0023133,456.31
id1604415,471.55
id3171385,601.81
id2503750,738.62
id2968763,492.72
id3310165,407.09
id0944673,735.6
id1469440,515.41
id3611386,305.75
id2236504,1238.47
id1268074,349.49
id1164921,429.53
id3934237,367.97
id2752417,564.94
id2891771,411.21
id0875747,365.03
id0385099,638.64
id2468768,598.07
id3781761,291.82
id3781157,572.63
id3715730,507.24
id3146207,426.93
id0705937,471.12
id3547493,404.28
id3713091,482.1
id2987595,336.26
id1580141,436.13
id2969579,554.11
id2436585,363.65
id1260461,765.7
id1367097,486.38
id0764594,516.91
id3677695,485.45
id1605173,338.02
id2062037,414.26
id3504065,651.03
id2986856,456.94
id0921905,366.49
id2456996,407.39
id1058817,629.2
id0266680,707.66
id1650843,669.76
id3031548,392.69
id0061213,566.32
id2988372,446.37
id1075414,331.57
id0512766,434.88
id0627318,537.72
id1102567,391.61
id2467518,296.77
id3343704,431.42
id2340041,567.45
id0522254,550.69
id2409714,527.52
id0840564,475.66
id2278506,418.49
id3358772,414.7
id3691174,2430.21
id0298831,541.92
id1951319,309.97
id1146869,433.59
id2392349,561.22
id3262522,565.19
id0008821,524.97
id3785974,420.84
id3154427,456.28
id1191830,518.43
id2462404,482.26
id0215164,405.69
id3389751,376.92
id2681592,338.92
id3654396,538.08
id2877424,551.81
id3550711,478.48
id0424812,420.66
id0568337,421.74
id0233991,640.01
id1797120,384.17
id3888956,459.18
id0440627,568.64
id1825061,482.04
id1214516,455.99
id3919491,667.79
id0985822,414.89
id3407904,460.3
id2323493,683.1
id3502328,510.67
id0103561,492.06
id0269863,617.97
id2168577,490.54
id1219746,449.53
id2416243,427.67
id0040428,537.48
id2311391,721.32
id3940163,561.67
id3620861,477.86
id2798743,669.74
id1439749,359.93
id0266312,575.7
id1156528,613.2
id2751511,459.29
id1427259,416.63
id3717768,481.98
id0319927,608.67
id3210920,396.34
id1886647,619.03
id3492519,683.85
id2795648,574.64
id2841884,361.22
id3838041,407.3
id2713401,422.73
id1527761,456.97
id1273852,322.04
id1097919,383.46
id1644356,582.85
id0399387,448.06
id2537162,353.56
id1057577,421.11
id2891030,412.67
id2853240,531.22
id1156277,382.17
id2726572,460.6
id2682431,579.2
id3827890,413.85
id1652144,771.93
id2057287,725.32
id0390856,323.91
id0410215,961.49
id2447917,410.86
id1891573,604.64
id1668095,395.15
id2965705,388.28
id3320084,482.4
id2467865,567.22
id3953130,494.89
id3207036,517.21
id1743291,305.04
id0256843,562.79
id0741454,559.37
id0798321,734.36
id2874994,315.67
id3810264,337.16
id3230302,529.11
id0602587,438.78
id1345128,388.81
id2078837,812.44
id3037102,435.75
id1797269,347.47
id0936794,577.69
id1058185,416.77
id2556965,443.58
id2192511,357.57
id2403652,553.89
id1828753,624.53
id0937942,512.13
id0212899,434.88
id3952156,504.32
id3998567,567.82
id1943329,281.16
id0015059,315.35
id0275809,445.29
id2398089,1445.29
id3527157,1348.66
id3305921,522.36
id3656221,411.99
id1073277,803.48
id1216543,551.18
id3742956,455.31
id2633788,1501.0
id2261676,489.3
id0255100,462.61
id1531299,510.16
id0630206,420.08
id2702678,272.05
id0263203,515.48
id3834193,385.17
id1930767,483.31
id3846053,336.37
id0212754,335.2
id3959977,568.65
id1713929,499.63
id0218165,389.91
id3881237,1283.1
id3294801,414.97
id0885486,498.93
id3649226,389.22
id2088684,320.26
id2062015,448.59
id1487845,558.14
id0101272,676.21
id0241970,432.84
id3459997,231.51
id2734123,405.25
id0979540,353.74
id1460086,390.7
id1157958,479.04
id1296830,358.59
id1758197,693.23
id2798474,292.13
id1606658,485.14
id2532021,340.68
id1930546,542.18
id2647944,429.95
id1340785,401.7
id2645772,698.19
id1454568,407.84
id0976561,470.63
id0029760,380.11
id0661043,624.65
id3184089,406.0
id1912185,556.85
id2538148,565.32
id1308138,509.78
id0075929,405.07
id3570045,331.35
id3394993,529.53
id1532356,321.86
id2110393,401.24
id1379309,463.09
id3188624,293.82
id0565225,721.09
id0328999,726.55
id2799056,1284.41
id1670218,412.22
id1696539,355.07
id2793708,306.33
id2322945,511.46
id2206050,342.04
id3190499,463.46
id3320949,372.62
id1598334,568.33
id3314971,358.76
id3479178,689.1
id0896123,276.35
id2528519,347.96
id1466939,415.81
id3996623,395.31
id1104405,328.43
id3689394,362.88
id0179860,324.14
id1101302,392.72
id1304888,2075.93
id0080359,374.79
id1209643,436.97
id1173225,581.82
id3210266,396.8
id0948959,559.28
id2359331,632.48
id2991575,385.4
id2494908,2210.31
id3486502,550.99
id3934187,792.85
id2966355,415.88
id0146070,426.0
id2619737,472.38
id0455110,663.06
id2512305,588.48
id1797845,435.84
id0377720,408.28
id2941684,462.36
id3546179,315.86
id1494896,436.41
id2455263,414.25
id0190222,558.9
id1592723,402.43
id3910873,426.56
id0776788,409.3
id1341957,552.11
id0965984,1322.9
id1429731,521.75
id1303041,405.99
id2143305,859.43
id0591614,1249.94
id2055136,315.21
id0658266,405.5
id2276803,522.71
id3213263,480.67
id1790153,348.06
