ID,판매가,화면크기,형태,해상도,화면비율,LCD,LED,OLED,QLED,단자,부가기능
5312,5907300,65,0,2160,0,0,0,0,1,2,3
5313,6662930,65,0,2160,0,0,0,0,1,2,3
5314,6869000,65,0,2160,0,0,0,0,1,2,3
5318,383940,50,0,2160,1,0,1,0,0,4,2
5321,391000,50,0,2160,1,0,1,0,0,4,2
5326,406240,50,0,2160,1,0,1,0,0,4,2
5327,411840,50,0,2160,1,0,1,0,0,4,2
5335,482000,50,0,2160,1,0,1,0,0,4,2
5338,1388850,55,0,2160,0,0,0,0,1,2,3
5340,1388920,55,0,2160,0,0,0,0,1,2,3
5346,1438940,55,0,2160,0,0,0,0,1,2,3
5348,1438960,55,0,2160,0,0,0,0,1,2,3
5355,1483020,55,0,2160,0,0,0,0,1,2,3
5357,1507660,55,0,2160,0,0,0,0,1,2,3
5358,1535710,55,0,2160,0,0,0,0,1,2,3
5361,1549970,55,0,2160,0,0,0,0,1,2,3
5363,1578980,55,0,2160,0,0,0,0,1,2,3
5366,1590000,55,0,2160,0,0,0,0,1,2,3
5368,1649000,55,0,2160,0,0,0,0,1,2,3
5369,1668980,55,0,2160,0,0,0,0,1,2,3
5371,1719350,55,0,2160,0,0,0,0,1,2,3
5375,1799800,55,0,2160,0,0,0,0,1,2,3
5376,1800000,55,0,2160,0,0,0,0,1,2,3
5378,1808350,55,0,2160,0,0,0,0,1,2,3
5385,1839990,55,0,2160,0,0,0,0,1,2,3
5387,1847980,55,0,2160,0,0,0,0,1,2,3
5388,1868980,55,0,2160,0,0,0,0,1,2,3
5390,1869420,55,0,2160,0,0,0,0,1,2,3
5392,1877980,55,0,2160,0,0,0,0,1,2,3
5394,1888852,55,0,2160,0,0,0,0,1,2,3
5395,1888980,55,0,2160,0,0,0,0,1,2,3
5396,1504020,55,0,2160,0,0,0,0,1,2,3
5397,1890000,55,0,2160,0,0,0,0,1,2,3
5398,1893150,55,0,2160,0,0,0,0,1,2,3
5399,1902420,55,0,2160,0,0,0,0,1,2,3
5401,1908060,55,0,2160,0,0,0,0,1,2,3
5402,1908960,55,0,2160,0,0,0,0,1,2,3
5405,1912610,55,0,2160,0,0,0,0,1,2,3
5408,1920600,55,0,2160,0,0,0,0,1,2,3
5410,1938440,55,0,2160,0,0,0,0,1,2,3
5412,1940000,55,0,2160,0,0,0,0,1,2,3
5417,1958040,55,0,2160,0,0,0,0,1,2,3
5419,1963980,55,0,2160,0,0,0,0,1,2,3
5425,2.00E+06,55,0,2160,0,0,0,0,1,2,3
5429,2053100,55,0,2160,0,0,0,0,1,2,3
5433,2084530,55,0,2160,0,0,0,0,1,2,3
5435,2095900,55,0,2160,0,0,0,0,1,2,3
5437,2101400,55,0,2160,0,0,0,0,1,2,3
5438,2123040,55,0,2160,0,0,0,0,1,2,3
5440,2128430,55,0,2160,0,0,0,0,1,2,3
5442,2134000,55,0,2160,0,0,0,0,1,2,3
5443,2136700,55,0,2160,0,0,0,0,1,2,3
5445,2139000,55,0,2160,0,0,0,0,1,2,3
5449,2162000,55,0,2160,0,0,0,0,1,2,3
5454,2185000,55,0,2160,0,0,0,0,1,2,3
5455,2186380,55,0,2160,0,0,0,0,1,2,3
5459,2208690,55,0,2160,0,0,0,0,1,2,3
5460,2212000,55,0,2160,0,0,0,0,1,2,3
5461,2213910,55,0,2160,0,0,0,0,1,2,3
5462,2231000,55,0,2160,0,0,0,0,1,2,3
5470,2254000,55,0,2160,0,0,0,0,1,2,3
5481,2352270,55,0,2160,0,0,0,0,1,2,3
5483,2352280,55,0,2160,0,0,0,0,1,2,3
5484,2353750,55,0,2160,0,0,0,0,1,2,3
5485,2452000,55,0,2160,0,0,0,0,1,2,3
5487,2526810,55,0,2160,0,0,0,0,1,2,3
5490,2580000,55,0,2160,0,0,0,0,1,2,3
5491,2590000,55,0,2160,0,0,0,0,1,2,3
5495,2678880,55,0,2160,0,0,0,0,1,2,3
5497,2678980,55,0,2160,0,0,0,0,1,2,3
5499,2706210,55,0,2160,0,0,0,0,1,2,3
5500,2706300,55,0,2160,0,0,0,0,1,2,3
5507,2888980,55,0,2160,0,0,0,0,1,2,3
5509,2910000,55,0,2160,0,0,0,0,1,2,3
5510,3064870,55,0,2160,0,0,0,0,1,2,3
5515,368000,55,0,2160,0,0,1,0,0,3,2
5517,367990,55,0,2160,0,0,1,0,0,3,2
5518,389000,55,0,2160,0,0,1,0,0,3,2
5523,409000,55,0,2160,0,0,1,0,0,3,2
5525,399000,55,0,2160,0,0,1,0,0,3,2
5526,419000,55,0,2160,0,0,1,0,0,3,2
5531,437000,55,0,2160,0,0,1,0,0,3,2
5533,459000,55,0,2160,0,0,1,0,0,3,2
5535,489000,55,0,2160,0,0,1,0,0,3,2
5538,159000,32,0,1080,1,0,1,0,0,3,2
5542,175120,32,0,1080,1,0,1,0,0,3,2
5545,879000,65,0,1080,0,0,1,0,0,3,0
5557,959040,65,0,1080,0,0,1,0,0,3,0
5559,882240,65,0,1080,0,0,1,0,0,3,0
5560,969030,65,0,1080,0,0,1,0,0,3,0
5562,989690,65,0,1080,0,0,1,0,0,3,0
5563,990000,65,0,1080,0,0,1,0,0,3,0
5566,1009000,65,0,1080,0,0,1,0,0,3,0
5568,1011350,65,0,1080,0,0,1,0,0,3,0
5570,1056600,65,0,1080,0,0,1,0,0,3,0
5571,1059000,65,0,1080,0,0,1,0,0,3,0
5572,1090280,65,0,1080,0,0,1,0,0,3,0
5575,1121170,65,0,1080,0,0,1,0,0,3,0
5576,1124000,65,0,1080,0,0,1,0,0,3,0
5584,128000,32,0,720,1,0,1,0,0,4,2
5585,139000,32,0,720,1,0,1,0,0,4,2
5589,152200,32,0,720,1,0,1,0,0,4,2
5593,168000,32,0,720,1,0,1,0,0,4,2
5594,175000,32,0,720,1,0,1,0,0,4,2
5597,163930,32,0,720,1,0,1,0,0,4,2
5598,143000,32,0,720,1,0,1,0,0,4,2
5599,169000,32,0,720,1,0,1,0,0,4,2
5602,284000,32,0,720,1,0,1,0,0,4,2
5603,169170,32,0,720,1,0,1,0,0,4,2
5612,1082360,55,0,2160,0,0,1,0,0,5,4
5616,1352360,55,0,2160,0,0,1,0,0,5,4
5618,1297000,55,0,2160,0,0,1,0,0,5,4
5619,1420360,55,0,2160,0,0,1,0,0,5,4
5623,1497000,55,0,2160,0,0,1,0,0,5,4
5626,1247000,55,0,2160,0,0,1,0,0,5,4
5627,1552210,55,0,2160,0,0,1,0,0,5,4
5633,1699840,55,0,2160,0,0,1,0,0,5,4
5644,1848000,55,0,2160,0,0,1,0,0,5,4
5648,1906220,55,0,2160,0,0,1,0,0,5,4
5649,1906230,55,0,2160,0,0,1,0,0,5,4
5651,1999990,55,0,2160,0,0,1,0,0,5,4
5652,2.00E+06,55,0,2160,0,0,1,0,0,5,4
5655,2162000,55,0,2160,0,0,1,0,0,5,4
5657,2374560,55,0,2160,0,0,1,0,0,5,4
5658,2797000,55,0,2160,0,0,1,0,0,5,4
5659,2910000,55,0,2160,0,0,1,0,0,5,4
5660,2999990,55,0,2160,0,0,1,0,0,5,4
5663,299610,49,0,2160,0,0,1,0,0,2,0
5664,329000,49,0,2160,0,0,1,0,0,2,0
5666,453790,49,0,2160,0,0,1,0,0,2,0
5673,2990000,80,0,2160,1,0,1,0,0,4,2
5674,4780180,80,0,2160,1,0,1,0,0,4,2
5685,1656270,65,0,2160,1,0,1,0,0,4,5
5687,1676270,65,0,2160,1,0,1,0,0,4,5
5688,1655600,65,0,2160,1,0,1,0,0,4,5
5691,1736800,65,0,2160,1,0,1,0,0,4,5
5697,1776270,65,0,2160,1,0,1,0,0,4,5
5698,1778890,65,0,2160,1,0,1,0,0,4,5
5699,1782600,65,0,2160,1,0,1,0,0,4,5
5705,1958430,65,0,2160,1,0,1,0,0,4,5
5706,1998200,65,0,2160,1,0,1,0,0,4,5
5707,2.00E+06,65,0,2160,1,0,1,0,0,4,5
5708,2289200,65,0,2160,1,0,1,0,0,4,5
5710,2726800,65,0,2160,1,0,1,0,0,4,5
5714,2766270,65,0,2160,1,0,1,0,0,4,5
5715,2769450,65,0,2160,1,0,1,0,0,4,5
5716,2773350,65,0,2160,1,0,1,0,0,4,5
5717,2776270,65,0,2160,1,0,1,0,0,4,5
5718,2910000,65,0,2160,1,0,1,0,0,4,5
5722,3325410,65,0,2160,1,0,1,0,0,4,5
5725,3.00E+06,65,0,2160,1,0,1,0,0,4,5
5731,538990,55,0,2160,1,0,1,0,0,6,4
5732,539000,55,0,2160,1,0,1,0,0,6,4
5738,573400,55,0,2160,1,0,1,0,0,6,4
5744,550230,55,0,2160,1,0,1,0,0,6,4
5752,715800,55,0,2160,1,0,1,0,0,4,3
5755,766300,55,0,2160,1,0,1,0,0,4,3
5757,768990,55,0,2160,1,0,1,0,0,4,3
5759,822220,55,0,2160,1,0,1,0,0,4,3
5762,212140,40,0,1080,1,0,1,0,0,3,2
5763,212730,40,0,1080,1,0,1,0,0,3,2
5769,229000,40,0,1080,1,0,1,0,0,3,2
5772,239000,43,0,1080,1,0,1,0,0,5,2
5773,249000,43,0,1080,1,0,1,0,0,5,2
5790,639000,49,0,2160,1,0,1,0,0,4,2
5794,836200,50,0,2160,0,0,1,0,0,2,3
5799,844420,50,0,2160,0,0,1,0,0,2,3
5804,855520,50,0,2160,0,0,1,0,0,2,3
5805,857090,50,0,2160,0,0,1,0,0,2,3
5811,860550,50,0,2160,0,0,1,0,0,2,3
5813,869540,50,0,2160,0,0,1,0,0,2,3
5819,875000,50,0,2160,0,0,1,0,0,2,3
5821,876170,50,0,2160,0,0,1,0,0,2,3
5823,876940,50,0,2160,0,0,1,0,0,2,3
5826,880960,50,0,2160,0,0,1,0,0,2,3
5827,881110,50,0,2160,0,0,1,0,0,2,3
5829,882170,50,0,2160,0,0,1,0,0,2,3
5833,883030,50,0,2160,0,0,1,0,0,2,3
5834,887320,50,0,2160,0,0,1,0,0,2,3
5835,888710,50,0,2160,0,0,1,0,0,2,3
5839,891910,50,0,2160,0,0,1,0,0,2,3
5841,848000,50,0,2160,0,0,1,0,0,2,3
5844,894510,50,0,2160,0,0,1,0,0,2,3
5846,896580,50,0,2160,0,0,1,0,0,2,3
5852,900900,50,0,2160,0,0,1,0,0,2,3
5854,902810,50,0,2160,0,0,1,0,0,2,3
5856,902960,50,0,2160,0,0,1,0,0,2,3
5857,903080,50,0,2160,0,0,1,0,0,2,3
5859,903530,50,0,2160,0,0,1,0,0,2,3
5860,903800,50,0,2160,0,0,1,0,0,2,3
5861,903820,50,0,2160,0,0,1,0,0,2,3
5862,876200,50,0,2160,0,0,1,0,0,2,3
5865,908810,50,0,2160,0,0,1,0,0,2,3
5866,909110,50,0,2160,0,0,1,0,0,2,3
5871,910420,50,0,2160,0,0,1,0,0,2,3
5875,915410,50,0,2160,0,0,1,0,0,2,3
5876,915470,50,0,2160,0,0,1,0,0,2,3
5877,916060,50,0,2160,0,0,1,0,0,2,3
5878,916330,50,0,2160,0,0,1,0,0,2,3
5880,918560,50,0,2160,0,0,1,0,0,2,3
5886,923470,50,0,2160,0,0,1,0,0,2,3
5887,923490,50,0,2160,0,0,1,0,0,2,3
5890,926350,50,0,2160,0,0,1,0,0,2,3
5891,929600,50,0,2160,0,0,1,0,0,2,3
5892,930720,50,0,2160,0,0,1,0,0,2,3
5895,931250,50,0,2160,0,0,1,0,0,2,3
5896,931940,50,0,2160,0,0,1,0,0,2,3
5897,933420,50,0,2160,0,0,1,0,0,2,3
5899,937410,50,0,2160,0,0,1,0,0,2,3
5900,937530,50,0,2160,0,0,1,0,0,2,3
5901,939200,50,0,2160,0,0,1,0,0,2,3
5902,940000,50,0,2160,0,0,1,0,0,2,3
5911,952050,50,0,2160,0,0,1,0,0,2,3
5918,956040,50,0,2160,0,0,1,0,0,2,3
5919,959200,50,0,2160,0,0,1,0,0,2,3
5922,967240,50,0,2160,0,0,1,0,0,2,3
5927,971400,50,0,2160,0,0,1,0,0,2,3
5928,971960,50,0,2160,0,0,1,0,0,2,3
5929,973800,50,0,2160,0,0,1,0,0,2,3
5930,979240,50,0,2160,0,0,1,0,0,2,3
5931,979810,50,0,2160,0,0,1,0,0,2,3
5937,999860,50,0,2160,0,0,1,0,0,2,3
5938,1001440,50,0,2160,0,0,1,0,0,2,3
5939,1007600,50,0,2160,0,0,1,0,0,2,3
5945,1018500,50,0,2160,0,0,1,0,0,2,3
5947,1024810,50,0,2160,0,0,1,0,0,2,3
5948,1026010,50,0,2160,0,0,1,0,0,2,3
5949,1029300,50,0,2160,0,0,1,0,0,2,3
5951,1030770,50,0,2160,0,0,1,0,0,2,3
5952,1038800,50,0,2160,0,0,1,0,0,2,3
5959,1085430,50,0,2160,0,0,1,0,0,2,3
5960,1085535,50,0,2160,0,0,1,0,0,2,3
5962,1095000,50,0,2160,0,0,1,0,0,2,3
5963,1096200,50,0,2160,0,0,1,0,0,2,3
5969,1166200,50,0,2160,0,0,1,0,0,2,3
5972,919420,50,0,2160,0,0,1,0,0,2,3
5975,877540,49,0,2160,1,0,0,0,0,2,4
5978,879070,49,0,2160,1,0,0,0,0,2,4
5985,882650,49,0,2160,1,0,0,0,0,2,4
5987,885230,49,0,2160,1,0,0,0,0,2,4
5992,897000,49,0,2160,1,0,0,0,0,2,4
5997,905800,49,0,2160,1,0,0,0,0,2,4
6000,915400,49,0,2160,1,0,0,0,0,2,4
6001,916245,49,0,2160,1,0,0,0,0,2,4
6004,926590,49,0,2160,1,0,0,0,0,2,4
6018,957740,49,0,2160,1,0,0,0,0,2,4
6022,964060,49,0,2160,1,0,0,0,0,2,4
6025,966870,49,0,2160,1,0,0,0,0,2,4
6028,979590,49,0,2160,1,0,0,0,0,2,4
6033,987000,49,0,2160,1,0,0,0,0,2,4
6034,987400,49,0,2160,1,0,0,0,0,2,4
6035,987660,49,0,2160,1,0,0,0,0,2,4
6036,987900,49,0,2160,1,0,0,0,0,2,4
6040,990000,49,0,2160,1,0,0,0,0,2,4
6044,1005900,49,0,2160,1,0,0,0,0,2,4
6047,1015000,49,0,2160,1,0,0,0,0,2,4
6048,1015590,49,0,2160,1,0,0,0,0,2,4
6051,1029000,49,0,2160,1,0,0,0,0,2,4
6052,1034500,49,0,2160,1,0,0,0,0,2,4
6057,1050000,49,0,2160,1,0,0,0,0,2,4
6059,1070560,49,0,2160,1,0,0,0,0,2,4
6061,1079130,49,0,2160,1,0,0,0,0,2,4
6064,1111080,49,0,2160,1,0,0,0,0,2,4
6065,1123850,49,0,2160,1,0,0,0,0,2,4
6066,1131990,49,0,2160,1,0,0,0,0,2,4
6067,1182000,49,0,2160,1,0,0,0,0,2,4
6068,1220000,49,0,2160,1,0,0,0,0,2,4
6082,1398000,49,0,2160,1,0,0,0,0,2,4
6083,1552580,49,0,2160,1,0,0,0,0,2,4
6086,1887330,49,0,2160,1,0,0,0,0,2,4
6090,1927750,49,0,2160,1,0,0,0,0,2,4
6091,1929190,49,0,2160,1,0,0,0,0,2,4
6093,1930300,49,0,2160,1,0,0,0,0,2,4
6096,1989060,49,0,2160,1,0,0,0,0,2,4
6099,129410,32,0,720,1,0,1,0,0,3,2
6100,131030,32,0,720,1,0,1,0,0,3,2
6101,135580,32,0,720,1,0,1,0,0,3,2
6103,140650,32,0,720,1,0,1,0,0,3,2
6105,141470,32,0,720,1,0,1,0,0,3,2
6107,142100,32,0,720,1,0,1,0,0,3,2
6110,127000,32,0,720,1,0,1,0,0,3,2
6111,146910,32,0,720,1,0,1,0,0,3,2
6113,148570,32,0,720,1,0,1,0,0,3,2
6116,150770,32,0,720,1,0,1,0,0,3,2
6121,151900,32,0,720,1,0,1,0,0,3,2
6128,155480,32,0,720,1,0,1,0,0,3,2
6132,159000,32,0,720,1,0,1,0,0,3,2
6136,161770,32,0,720,1,0,1,0,0,3,2
6139,168260,32,0,720,1,0,1,0,0,3,2
6143,171130,32,0,720,1,0,1,0,0,3,2
6149,174600,32,0,720,1,0,1,0,0,3,2
6153,180500,32,0,720,1,0,1,0,0,3,2
6155,189000,32,0,720,1,0,1,0,0,3,2
6157,140830,32,0,720,1,0,1,0,0,3,2
6159,688940,49,0,2160,1,0,1,0,0,2,2
6161,688970,49,0,2160,1,0,1,0,0,2,2
6169,704990,49,0,2160,1,0,1,0,0,2,2
6178,712080,49,0,2160,1,0,1,0,0,2,2
6182,723180,49,0,2160,1,0,1,0,0,2,2
6186,728870,49,0,2160,1,0,1,0,0,2,2
6187,743200,49,0,2160,1,0,1,0,0,2,2
6191,744460,49,0,2160,1,0,1,0,0,2,2
6193,747200,49,0,2160,1,0,1,0,0,2,2
6196,757900,49,0,2160,1,0,1,0,0,2,2
6197,760000,49,0,2160,1,0,1,0,0,2,2
6200,768240,49,0,2160,1,0,1,0,0,2,2
6205,784000,49,0,2160,1,0,1,0,0,2,2
6213,897390,49,0,2160,1,0,1,0,0,2,2
6214,924590,49,0,2160,1,0,1,0,0,2,2
6220,965680,49,0,2160,1,0,1,0,0,2,2
6222,989110,49,0,2160,1,0,1,0,0,2,2
6224,1026270,49,0,2160,1,0,1,0,0,2,2
6226,1066270,49,0,2160,1,0,1,0,0,2,2
6228,1095000,49,0,2160,1,0,1,0,0,2,2
6229,1105800,49,0,2160,1,0,1,0,0,2,2
6230,1156270,49,0,2160,1,0,1,0,0,2,2
6232,1193100,49,0,2160,1,0,1,0,0,2,2
6234,782970,49,0,2160,1,0,1,0,0,2,2
6235,418460,43,0,2160,0,0,1,0,0,2,3
6236,418470,43,0,2160,0,0,1,0,0,2,3
6239,591000,43,0,2160,0,0,1,0,0,2,3
6240,602500,43,0,2160,0,0,1,0,0,2,3
6244,571120,43,0,2160,0,0,1,0,0,2,3
6245,632400,43,0,2160,0,0,1,0,0,2,3
6247,672490,43,0,2160,0,0,1,0,0,2,3
6248,672500,43,0,2160,0,0,1,0,0,2,3
6250,628600,43,0,2160,0,0,1,0,0,2,3
6253,2647890,75,0,2160,1,0,1,0,0,4,6
6254,2658890,75,0,2160,1,0,1,0,0,4,6
6260,2716000,75,0,2160,1,0,1,0,0,4,6
6264,2838890,75,0,2160,1,0,1,0,0,4,6
6265,2859560,75,0,2160,1,0,1,0,0,4,6
6267,2900300,75,0,2160,1,0,1,0,0,4,6
6268,2910000,75,0,2160,1,0,1,0,0,4,6
6272,3038000,75,0,2160,1,0,1,0,0,4,6
6275,3158890,75,0,2160,1,0,1,0,0,4,6
6277,3180000,75,0,2160,1,0,1,0,0,4,6
6278,3181600,75,0,2160,1,0,1,0,0,4,6
6279,3235250,75,0,2160,1,0,1,0,0,4,6
6281,3291100,75,0,2160,1,0,1,0,0,4,6
6284,3394900,75,0,2160,1,0,1,0,0,4,6
6285,3395000,75,0,2160,1,0,1,0,0,4,6
6291,3545250,75,0,2160,1,0,1,0,0,4,6
6295,3817890,75,0,2160,1,0,1,0,0,4,6
6303,4417890,75,0,2160,1,0,1,0,0,4,6
6304,4458890,75,0,2160,1,0,1,0,0,4,6
6305,4500000,75,0,2160,1,0,1,0,0,4,6
6308,4800000,75,0,2160,1,0,1,0,0,4,6
6309,4817890,75,0,2160,1,0,1,0,0,4,6
6310,4840300,75,0,2160,1,0,1,0,0,4,6
6314,5640000,75,0,2160,1,0,1,0,0,4,6
6316,5817890,75,0,2160,1,0,1,0,0,4,6
6318,3403230,75,0,2160,1,0,1,0,0,4,6
6320,320840,32,0,720,0,0,1,0,0,2,0
6323,348840,32,0,720,0,0,1,0,0,2,0
6324,352840,32,0,720,0,0,1,0,0,2,0
6327,356840,32,0,720,0,0,1,0,0,2,0
6341,388000,32,0,720,0,0,1,0,0,2,0
6344,391010,32,0,720,0,0,1,0,0,2,0
6347,392000,32,0,720,0,0,1,0,0,2,0
6349,394800,32,0,720,0,0,1,0,0,2,0
6350,396000,32,0,720,0,0,1,0,0,2,0
6351,399000,32,0,720,0,0,1,0,0,2,0
6358,422940,32,0,720,0,0,1,0,0,2,0
6361,450000,32,0,720,0,0,1,0,0,2,0
6362,454770,32,0,720,0,0,1,0,0,2,0
6367,467010,32,0,720,0,0,1,0,0,2,0
6368,467500,32,0,720,0,0,1,0,0,2,0
6369,469480,32,0,720,0,0,1,0,0,2,0
6373,475300,32,0,720,0,0,1,0,0,2,0
6394,287120,32,0,720,1,0,1,0,0,4,2
6396,298150,32,0,720,1,0,1,0,0,4,2
6398,273040,32,0,720,1,0,1,0,0,4,2
6399,301900,32,0,720,1,0,1,0,0,4,2
6401,305000,32,0,720,1,0,1,0,0,4,2
6403,322500,32,0,720,1,0,1,0,0,4,2
6412,376290,32,0,720,1,0,1,0,0,4,2
6415,313200,32,0,720,1,0,1,0,0,4,2
6416,399900,32,0,720,1,0,1,0,0,4,2
6421,453500,32,0,720,1,0,1,0,0,4,2
6422,458030,32,0,720,1,0,1,0,0,4,2
6425,469390,32,0,720,1,0,1,0,0,4,2
6428,398150,32,0,720,1,0,1,0,0,4,2
6429,488000,32,0,720,1,0,1,0,0,4,2
6433,521000,32,0,720,1,0,1,0,0,4,2
6435,570000,32,0,720,1,0,1,0,0,4,2
6438,342240,32,0,720,1,0,1,0,0,4,2
6444,504426,55,0,2160,0,0,1,0,0,5,2
6449,514760,55,0,2160,0,0,1,0,0,5,2
6450,529000,55,0,2160,0,0,1,0,0,5,2
6459,599000,55,0,2160,0,0,1,0,0,5,2
6465,199000,32,0,720,1,0,1,0,0,5,2
6476,210490,32,0,720,1,0,1,0,0,5,2
6480,243380,32,0,720,1,0,1,0,0,5,2
6482,249000,32,0,720,1,0,1,0,0,5,2
6486,258650,32,0,720,1,0,1,0,0,5,2
6489,264032,32,0,720,1,0,1,0,0,5,2
6493,299057,32,0,720,1,0,1,0,0,5,2
6494,261340,32,0,720,1,0,1,0,0,5,2
6496,448160,43,0,1080,1,0,1,0,0,2,2
6499,470130,43,0,1080,1,0,1,0,0,2,2
6502,462770,43,0,1080,1,0,1,0,0,2,2
6503,505780,43,0,1080,1,0,1,0,0,2,2
6505,532530,43,0,1080,1,0,1,0,0,2,2
6511,574980,43,0,1080,1,0,1,0,0,2,2
6520,1699990,43,0,1080,1,0,1,0,0,2,2
6524,259000,40,0,2160,0,0,1,0,0,4,2
6528,263120,40,0,2160,0,0,1,0,0,4,2
6529,1689940,78,0,2160,1,0,1,0,0,4,2
6531,1690000,78,0,2160,1,0,1,0,0,4,2
6535,1779990,78,0,2160,1,0,1,0,0,4,2
6536,1730000,78,0,2160,1,0,1,0,0,4,2
6553,1821050,78,0,2160,1,0,1,0,0,4,2
6558,1840000,78,0,2160,1,0,1,0,0,4,2
6559,1852200,78,0,2160,1,0,1,0,0,4,2
6566,607250,55,0,2160,1,0,1,0,0,3,3
6570,644000,55,0,2160,1,0,1,0,0,3,3
6572,599000,55,0,2160,1,0,1,0,0,3,3
6573,649000,55,0,2160,1,0,1,0,0,3,3
6574,673180,55,0,2160,1,0,1,0,0,3,3
6577,911040,55,0,2160,1,0,1,0,0,3,3
6578,954240,55,0,2160,1,0,1,0,0,3,3
6580,1037820,55,0,2160,1,0,1,0,0,3,3
6581,699000,55,0,2160,1,0,1,0,0,3,3
6583,1790000,65,0,2160,0,0,1,0,0,4,4
6584,1800000,65,0,2160,0,0,1,0,0,4,4
6590,598990,65,0,2160,0,0,1,0,0,3,0
6592,622330,65,0,2160,0,0,1,0,0,3,0
6593,632280,65,0,2160,0,0,1,0,0,3,0
6595,621330,65,0,2160,0,0,1,0,0,3,0
6596,710300,65,0,2160,0,0,1,0,0,3,0
6597,712540,65,0,2160,0,0,1,0,0,3,0
6599,766060,65,0,2160,0,0,1,0,0,3,0
6600,795000,65,0,2160,0,0,1,0,0,3,0
6602,823710,65,0,2160,0,0,1,0,0,3,0
6609,277530,40,0,1080,1,0,1,0,0,2,0
6610,279000,40,0,1080,1,0,1,0,0,2,0
6612,289120,40,0,1080,1,0,1,0,0,2,0
6615,296100,40,0,1080,1,0,1,0,0,2,0
6619,314200,40,0,1080,1,0,1,0,0,2,0
6621,319000,40,0,1080,1,0,1,0,0,2,0
6624,340000,40,0,1080,1,0,1,0,0,2,0
6628,363460,40,0,1080,1,0,1,0,0,2,0
6629,369570,40,0,1080,1,0,1,0,0,2,0
6631,398670,40,0,1080,1,0,1,0,0,2,0
6638,378900,40,0,1080,1,0,1,0,0,2,0
6639,1687370,75,0,2160,0,0,1,0,0,3,2
6640,1699910,75,0,2160,0,0,1,0,0,3,2
6641,1799010,75,0,2160,0,0,1,0,0,3,2
6647,269000,40,0,2160,0,0,1,0,0,6,0
6648,279000,40,0,2160,0,0,1,0,0,6,0
6651,159000,32,0,720,0,0,1,0,0,4,2
6656,603960,49,0,1080,1,0,1,0,0,4,6
6658,604370,49,0,1080,1,0,1,0,0,4,6
6664,635000,49,0,1080,1,0,1,0,0,4,6
6670,604360,49,0,1080,1,0,1,0,0,4,6
6673,655140,49,0,1080,1,0,1,0,0,4,6
6674,658630,49,0,1080,1,0,1,0,0,4,6
6678,669370,49,0,1080,1,0,1,0,0,4,6
6683,677370,49,0,1080,1,0,1,0,0,4,6
6684,684960,49,0,1080,1,0,1,0,0,4,6
6685,684970,49,0,1080,1,0,1,0,0,4,6
6691,724500,49,0,1080,1,0,1,0,0,4,6
6692,677060,49,0,1080,1,0,1,0,0,4,6
6693,730800,49,0,1080,1,0,1,0,0,4,6
6694,740000,49,0,1080,1,0,1,0,0,4,6
6696,750000,49,0,1080,1,0,1,0,0,4,6
6697,756120,49,0,1080,1,0,1,0,0,4,6
6698,757990,49,0,1080,1,0,1,0,0,4,6
6700,758370,49,0,1080,1,0,1,0,0,4,6
6701,765600,49,0,1080,1,0,1,0,0,4,6
6702,772000,49,0,1080,1,0,1,0,0,4,6
6703,776890,49,0,1080,1,0,1,0,0,4,6
6705,799000,49,0,1080,1,0,1,0,0,4,6
6708,830000,49,0,1080,1,0,1,0,0,4,6
6712,919360,49,0,1080,1,0,1,0,0,4,6
6714,939360,49,0,1080,1,0,1,0,0,4,6
6715,939370,49,0,1080,1,0,1,0,0,4,6
6719,1.00E+06,49,0,1080,1,0,1,0,0,4,6
6724,1052790,49,0,1080,1,0,1,0,0,4,6
6725,1143360,49,0,1080,1,0,1,0,0,4,6
6726,1143370,49,0,1080,1,0,1,0,0,4,6
6727,1439360,49,0,1080,1,0,1,0,0,4,6
6729,1539360,49,0,1080,1,0,1,0,0,4,6
6730,1571400,49,0,1080,1,0,1,0,0,4,6
6732,869360,49,0,1080,1,0,1,0,0,4,6
6736,653620,55,0,2160,1,0,0,0,0,4,5
6739,663110,55,0,2160,1,0,0,0,0,4,5
6741,657720,55,0,2160,1,0,0,0,0,4,5
6750,684010,55,0,2160,1,0,0,0,0,4,5
6751,696010,55,0,2160,1,0,0,0,0,4,5
6752,701400,55,0,2160,1,0,0,0,0,4,5
6754,668720,55,0,2160,1,0,0,0,0,4,5
6755,711360,55,0,2160,1,0,0,0,0,4,5
6759,718000,55,0,2160,1,0,0,0,0,4,5
6761,726650,55,0,2160,1,0,0,0,0,4,5
6762,726670,55,0,2160,1,0,0,0,0,4,5
6766,736270,55,0,2160,1,0,0,0,0,4,5
6767,741960,55,0,2160,1,0,0,0,0,4,5
6768,744000,55,0,2160,1,0,0,0,0,4,5
6771,749610,55,0,2160,1,0,0,0,0,4,5
6773,751000,55,0,2160,1,0,0,0,0,4,5
6774,764900,55,0,2160,1,0,0,0,0,4,5
6776,798270,55,0,2160,1,0,0,0,0,4,5
6779,632720,55,0,2160,1,0,0,0,0,4,5
6780,711350,55,0,2160,1,0,0,0,0,4,5
6785,1025770,49,0,2160,1,0,0,0,1,2,5
6787,58110,49,0,2160,1,0,0,0,1,2,5
6788,1040600,49,0,2160,1,0,0,0,1,2,5
6790,1043660,49,0,2160,1,0,0,0,1,2,5
6796,1062000,49,0,2160,1,0,0,0,1,2,5
